90.027027027	-0.566716631267	703	Gm1821	True
45.3944242424	-0.5811976031	4125	Calm1	True
41.6812162825	0.34856292091	2039	Snap25	True
39.5589353612	0.321908638623	2104	Hspa8	True
36.5196232339	-0.197246609667	637	Pcp4	True
35.7509433962	0.164395654841	1060	Stmn1	True
34.9849372385	0.0701035531577	1195	Ubb	True
31.5064935065	-0.589217460198	154	Bc1	True
28.8441203282	-0.256082159358	1097	Calm2	False
28.7341269841	0.44692639684	1764	Ywhah	True
28.5984112974	0.32233313701	1133	Atp6v0c-ps2	True
27.8516260163	-0.28589342195	492	Ndufa4	False
26.933423913	0.0554771137611	736	Ppia	True
25.65815716	-0.388619524872	2507	Hsp90ab1	False
25.1580547112	-0.682008554118	658	Rpl17-ps8	True
24.3719485131	0.35806931942	2253	Zcchc18	True
24.1380042463	-0.101599518488	942	Fth1	True
23.7319298246	-0.184764171058	2850	Hsp90aa1	False
23.6684406599	0.269155719659	1879	Atp5b	True
23.5689415042	0.312696707216	1436	Gnas	True
23.2188132165	0.391212684812	2966	Gpm6a	True
21.1741803279	-0.145174698919	488	Ndufv3	True
19.0369563323	-0.0209903080142	11473	Meg3	True
18.8219178082	-0.758400829495	365	2010107E04Rik	False
18.7052947053	-0.458111424999	1001	Cox7b	True
18.6861353712	0.466321791443	1832	Pgam1	True
17.9789103691	-0.276138446658	569	Cox5b	True
17.9753320683	-0.411842025403	527	Timm8b	True
17.9693497565	-0.947042420415	6982	Malat1	False
17.6862385321	-0.037070920791	545	Cox8a	False
17.5818661972	0.0179495840511	1136	Stmn3	False
17.4135098129	0.124160890411	2191	Prnp	True
17.2018209408	0.433165953276	1977	Tuba1c	True
17.1280683031	0.227199146584	937	Ndfip1	True
16.1081608747	-0.267977841291	2561	Sec62	True
16.0781671159	0.473978911124	1855	Basp1	False
16.0213523132	0.148726370723	1405	Aldoa	False
16.0067499156	0.275805981454	2963	Serpini1	True
15.9962546816	-0.136225541651	1068	Oaz1	True
15.8476058932	0.295453576324	2172	Cpe	False
15.7966457023	-0.220973263832	477	Atp5j2	False
15.7908680947	0.531825113731	1774	Tspan7	True
15.6506024096	-0.0112099668883	332	Rn7sk	False
15.6475644699	-0.175188061844	349	Ndufa3	True
15.6254789272	0.672236845426	3132	App	False
15.6161458333	0.479485805846	1920	Actb	False
15.5596330275	0.365078681222	1417	Lmo4	False
15.24	0.0153737367191	1350	Map7d2	True
14.7539370079	-0.558275070519	508	Tceb2	False
14.5212876428	-0.183219629733	963	Oaz1-ps	False
14.4605263158	0.25477560403	532	LOC108168464	True
14.2736030829	0.048585708519	519	Ccl27b	True
13.989194499	-0.755364605557	1018	Wbp5	True
13.9642147117	-0.443063713392	503	Cox6c	False
13.4262322196	0.0204857757704	6046	Ttc3	True
13.3465259455	-0.0598057549058	1137	Ly6g6e	True
12.9290865385	0.159788567413	2496	Sept7	True
12.8561484919	-0.486548492549	431	Tmem256	True
12.7215007215	0.00361274136229	693	Cox5a	True
12.6976506639	-0.211269661031	1958	Mdh1	False
12.4924330617	0.143000667504	1718	Clu	True
12.3204646396	0.532528791994	2927	Ndrg4	True
12.2747603834	0.0232414301731	939	Myl12b	False
12.2465208748	-0.417773230745	503	Uqcrb	False
11.9853095488	0.109968924682	953	Cxx1c	True
11.9784946237	-0.288735678365	744	Cox4i1	True
11.9430255403	-0.430899024016	1018	Selk	True
11.9243119266	-0.281800840317	436	Uqcr11	False
11.772662384	0.509884596028	2802	Plk2	True
11.4655172414	-0.486967981063	754	Cox7a2	False
11.4353518822	0.345323543089	1833	Zwint	True
11.4064386318	0.454752071355	1491	Atpif1	False
11.4048672566	-0.697873016146	452	Rpl35	False
11.3632653061	0.222588259442	980	Gabarapl2	True
11.3311036789	-0.0467990507516	299	Rn7s2	False
11.2987012987	-0.621022327426	539	Gm15772	True
11.2514792899	0.385841448747	2366	Nov	True
11.2169369369	0.138640611248	2775	Ywhab	True
11.2001906578	0.162961438172	1049	Sdhb	True
11.1665753425	0.312557716209	1825	Pgk1	True
11.1174004193	0.372536401017	1908	Actg1	False
